Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
13398,2013,05/28/2014,East Hartford,170 MONROE ST.,106950.0,189000.0,0.565873016,Single Family,Single Family,01 - Family,FLIP,BELOW MARKET - PURCHASE TO FLIP,POINT (-73.16176 41.24327)
110914,2011,06/13/2012,Meriden,79 DRAPER AVE,106820.0,121500.0,0.879176955,Single Family,Single Family,01 - Family,FLIP,BELOW MARKET - PURCHASE TO FLIP,POINT (-72.8072 41.51912)
190575,2019,07/28/2020,Wallingford,26 TREMPER DR,108900.0,218800.0,0.4977,Single Family,Single Family,07 - Change in Property,FLIP,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.8072 41.51912)
60221,2006,12/07/2006,Stratford,125 WARNER HL UT 116,97300.0,193000.0,0.504145078,Condo,Condo,07 - Change in Property,FLIP,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.8072 41.51912)
120095,2012,03/14/2013,Ellington,21 STANDISH RD,254660.0,335000.0,0.760179104,Single Family,Single Family,07 - Change in Property,FLIP,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.8072 41.51912)
11195,2001,08/02/2002,Milford,20 JAMES ST,77700.0,145000.0,0.535862069,Single Family,Single Family,07 - Change in Property,FLIP,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.8072 41.51912)
31598,2003,07/23/2004,Danbury,9 BROAD ST,121700.0,235000.0,0.51787234,Single Family,Single Family,07 - Change in Property,FLIP,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.42563 41.40452)
150138,2015,03/14/2016,East Lyme,63 SCOTT RD,179410.0,125000.0,1.43528,Single Family,Single Family,18 - In Lieu Of Foreclosure,FLIP,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.42563 41.40452)
140251,2014,08/17/2015,Old Saybrook,509 MAIN ST UNIT 2,146600.0,178000.0,0.823595506,Condo,Condo,16 - Charitable Group,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.42563 41.40452)
13309,2013,12/03/2013,Stamford,594 SCOFIELDTOWN ROAD,348530.0,520000.0,0.67025,Single Family,Single Family,16 - Charitable Group,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.42563 41.40452)
30532,2003,09/01/2004,Killingly,103 FRANKLIN ST,82100.0,179000.0,0.458659218,Single Family,Single Family,16 - Charitable Group,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.42563 41.40452)
50333,2005,11/30/2005,New Haven,63 WRIGHT AVE,73010.0,150000.0,0.486733333,Single Family,Single Family,16 - Charitable Group,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.42563 41.40452)
140470,2014,06/25/2015,Meriden,10 PHEASANT DR,106820.0,132000.0,0.809242424,Single Family,Single Family,16 - Charitable Group,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.42563 41.40452)
190190,2019,12/24/2019,Shelton,120 HUNTINGTON ST,222328.0,125000.0,1.7786,Single Family,Single Family,14 - Foreclosure,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.42563 41.40452)
90090,2009,01/21/2010,Plainville,15 ROBIDOUX RD,163730.0,180000.0,0.909611111,Single Family,Single Family,14 - Foreclosure,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.87279 41.69451)
20608,2002,06/25/2003,Enfield,80 MAPLE ST,90790.0,175900.0,0.516145537,Single Family,Single Family,29.0,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.87279 41.69451)
50022,2005,10/04/2005,Bridgeport,830 BOSTON AVE,109060.0,200000.0,0.5453,Single Family,Single Family,29.0,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.87279 41.69451)
11078,2011,03/12/2012,Bloomfield,13 APPLEWOOD RD,128380.0,155000.0,0.828258065,Single Family,Single Family,29.0,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.87279 41.69451)
50702,2005,01/17/2006,Stamford,66 MAPLE TREE AVE 10,59290.0,241000.0,0.246016598,Single Family,Single Family,29.0,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.87279 41.69451)
211009,2021,06/28/2022,New Haven,294 QUINNIPIAC AV,136430.0,400000.0,0.341,Residential,Four Family,29.0,AFFORDABLE HOUSING,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.89012402 41.298657987)
150871,2015,09/30/2016,Bristol,69 LAWNDALE AVE,135170.0,55000.0,2.457636364,Three Family,Three Family,25 - Other,DISTRESSED SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.89012402 41.298657987)
211079,2021,07/22/2022,West Hartford,2575 + 2579 ALBANY AVENUE,203210.0,300000.0,0.6773,Commercial,Three Family,25 - Other,1 DEED / 2 PARCELS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.752269959 41.785646981)
30034,2003,10/28/2003,Seymour,28 GREENWOOD CIR,204890.0,368000.0,0.556766304,Commercial,Three Family,25 - Other,1 DEED / 2 PARCELS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.752269959 41.785646981)
220139,2022,02/07/2023,New London,118 VAUXHALL ST,118230.0,300000.0,0.3941,Residential,Two Family,25 - Other,1 DEED / 2 PARCELS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.108160012 41.361788009)
200687,2020,04/08/2021,Manchester,21 YALE DRIVE,196700.0,322000.0,0.610869565,Residential,Single Family,25 - Other,1 DEED / 2 PARCELS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.48372 41.80901)
160251,2016,08/08/2017,Coventry,93 WANGUMBAUG RD,55300.0,164600.0,0.335965978,Single Family,Single Family,07 - Change in Property,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.48372 41.80901)
130206,2013,06/19/2014,Waterford,6 MEADOW DR,138980.0,210000.0,0.661809524,Single Family,Single Family,07 - Change in Property,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.48372 41.80901)
210092,2021,12/14/2021,Cromwell,9 HICKSVILLE ROAD,158760.0,285000.0,0.557,Residential,Two Family,07 - Change in Property,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
20858,2002,02/04/2003,New Haven,60 SLEEPY HOLW CIR,86940.0,197500.0,0.440202532,Residential,Two Family,07 - Change in Property,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
50262,2005,08/01/2006,Mansfield,44 SAMUEL LN,11550.0,242000.0,0.047727273,Residential,Two Family,7,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
130789,2013,09/25/2014,Stratford,3402 HUNTINGTON RD,410970.0,580000.0,0.708568966,Single Family,Single Family,7,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
1400008,2014,10/03/2014,East Haven,9 RABBIT ROCK RD,174540.0,242500.0,0.719752577,Single Family,Single Family,7,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
80373,2008,01/09/2009,Waterbury,275 FAIRLAWN AVE,89100.0,140000.0,0.636428571,Single Family,Single Family,7,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
50099,2005,11/02/2005,East Hartford,42 WAKEFIELD CIR,38300.0,98000.0,0.390816327,Single Family,Single Family,7,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
175910,2017,07/13/2018,West Haven,38 BARBARA ST,91420.0,167000.0,0.5474,Single Family,Single Family,7,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
60013,2006,10/05/2006,Westport,26 MANITOU RD,998900.0,1675000.0,0.596358209,Single Family,Single Family,7,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
10028,2001,11/26/2001,Burlington,13 STANWICH LN,53480.0,15390.0,3.474983756,Single Family,Single Family,3,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
19312,2019,07/30/2020,Darien,68 HOLLOW TREE RIDGE RD,639030.0,1050000.0,0.6086,Single Family,Single Family,3,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.666542033 41.595184995)
20393,2002,12/27/2002,Hartford,38-40 CHARTER OAK PL,47600.0,235000.0,0.202553191,Single Family,Single Family,3,IMPROVEMENTS NOT REFLECTED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.67342 41.75918)
2000370,2020,05/19/2021,Wethersfield,53 WOLCOTT HILL RD UNIT C16,34630.0,66000.0,0.5246,Residential,Condo,25 - Other,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.67342 41.75918)
70393,2007,07/18/2008,Branford,3D HARBOUR VILLAGE,259000.0,315000.0,0.822222222,Condo,Condo,25 - Other,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.82986 41.26538)
11107,2011,03/12/2012,Ridgefield,46 MINUTEMAN RD,657430.0,770000.0,0.853805195,Single Family,Single Family,25 - Other,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.82986 41.26538)
18359,2018,08/30/2019,North Haven,1198 HARTFORD TPKE,195300.0,305000.0,0.6403,Single Family,Single Family,25 - Other,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.82986 41.26538)
10448,2001,04/26/2002,Glastonbury,1448 HEBRON AVE S63D,76510.0,155000.0,0.493612903,Single Family,Single Family,25 - Other,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.55458 41.7162)
80365,2008,04/22/2009,New Haven,172 GRAFTON ST,135660.0,65000.0,2.087076923,Two Family,Two Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.89594 41.31322)
16003,2016,10/05/2016,Plainfield,184 BLACK HILL RD,178890.0,225000.0,0.795066667,Single Family,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.89594 41.31322)
173088,2017,07/02/2018,Shelton,1 JAMES FARM RD,249760.0,378500.0,0.6598,Single Family,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.89594 41.31322)
200800008,2020,08/06/2021,Woodbury,215 MAIN ST SOUTH,238130.0,415000.0,0.5738,Residential,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.89594 41.31322)
100050,2010,07/01/2011,Thomaston,59  WATERBURY RD,373070.0,500000.0,0.74614,Residential,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.89594 41.31322)
21118,2021,07/27/2022,North Stonington,4 MEADOW WOOD DR,129920.0,205000.0,0.6337,Residential,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89194203 41.441433985)
30360,2003,07/01/2004,Waterford,249 ROPE FERRY RD,121380.0,263000.0,0.461520913,Residential,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.15946 41.32845)
80133,2008,08/28/2009,North Branford,229 BRANFORD RD #215,93380.0,148000.0,0.630945946,Condo,Condo,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.15946 41.32845)
220123,2022,09/26/2023,Easton,25 SANFORD DRIVE,505400.0,995000.0,0.5079,Residential,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.290462994 41.276959)
180215,2018,04/24/2019,Stonington,181 MECHANIC ST,144000.0,400000.0,0.36,Single Family,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.290462994 41.276959)
52481,2005,09/05/2006,Stamford,19-21 SHERMAN ST,160790.0,655000.0,0.245480916,Single Family,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.290462994 41.276959)
18319,2018,02/11/2019,East Hartford,361 FOREST ST,119190.0,175000.0,0.681,Single Family,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.290462994 41.276959)
20396,2002,09/26/2003,Colchester,14 PARKSIDE DR,134700.0,252500.0,0.533465347,Single Family,Single Family,13 - Bankrupcy,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.290462994 41.276959)
190068,2019,08/17/2020,Warren,203 BRICK SCHOOL RD,227990.0,660000.0,0.3454,Single Family,Single Family,28 - Use Assessment,SALE OF 3 UNITS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.290462994 41.276959)
100038,2010,06/27/2011,Pomfret,689 HAMPTON RD,154600.0,70000.0,2.208571429,Two Family,Two Family,01 - Family,FAMILY SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.290462994 41.276959)
140664,2014,03/20/2015,Waterbury,450 HILL ST #22,18210.0,20000.0,0.9105,Condo,Condo,25 - Other,BULK SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-73.03386 41.57487)
210054,2021,11/23/2021,Rocky Hill,141 BAILEY ROAD,142240.0,285000.0,0.499,Residential,Single Family,25 - Other,BULK SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-72.651624006 41.667517005)
30364,2003,06/03/2004,Stonington,316 ELM ST,195500.0,205000.0,0.953658537,Residential,Single Family,6.0,BULK SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
41221,2004,03/08/2005,Stamford,241 SOUNDVIEW AVE,260890.0,783500.0,0.332980217,Residential,Single Family,6.0,BULK SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
17255,2017,09/05/2018,Mansfield,140 COURTYARD LANE,147800.0,208500.0,0.708872902,Condo,Condo,6.0,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
11234,2001,03/21/2002,Bridgeport,1673 MADISON AVE 1687,280771.0,500000.0,0.561542,Condo,Condo,6.0,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
101255,2010,09/30/2011,Stamford,11 HILLSBURY LANE,628950.0,620000.0,1.014435484,Single Family,Single Family,6.0,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
60140,2006,12/07/2006,Southington,316 MAIN ST,153440.0,290000.0,0.529103448,Single Family,Single Family,6.0,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
20279,2020,01/12/2021,Newtown,56 PARMALEE HILL ROAD,326220.0,443000.0,0.7363,Residential,Single Family,6.0,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
10236,2001,04/05/2002,Avon,7 ACORN GLN,173110.0,280000.0,0.61825,Residential,Single Family,6.0,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
160183,2016,11/17/2016,Waterbury,79 CRESCENT ST,86010.0,215000.0,0.400046512,Single Family,Single Family,6.0,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
160109,2016,03/16/2017,Coventry,399 MAIN ST,83300.0,65000.0,1.281538462,Single Family,Single Family,26 - Rehabilitation Deferred,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
50360,2005,11/22/2005,Stamford,67 HOPE ST 25A,57890.0,232000.0,0.249525862,Single Family,Single Family,26 - Rehabilitation Deferred,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
60739,2006,06/05/2007,Hamden,106 SHEPARD AVE UT106,137200.0,215500.0,0.636658933,Condo,Condo,26 - Rehabilitation Deferred,COURTYARD CONDOS,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #190256,POINT (-71.89318 41.34901)
191024,2019,08/31/2020,New Haven,34 ALDEN AV,220150.0,479500.0,0.459124088,Single Family,Single Family,07 - Change in Property,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.89318 41.34901)
10395,2001,06/11/2002,Ridgefield,28 OAK KNL,534950.0,1190000.0,0.449537815,Single Family,Single Family,07 - Change in Property,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.51559 41.28744)
40468,2004,09/26/2005,East Hampton,2 SAFFRON LN,26720.0,314000.0,0.085095541,Single Family,Single Family,7,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.51559 41.28744)
70054,2007,12/17/2007,Seymour,5 TERRACE RD,198520.0,269900.0,0.735531678,Single Family,Single Family,7,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.09714 41.36053)
190996,2019,08/20/2020,West Hartford,74 GREENHURST ROAD,193620.0,345000.0,0.5612,Single Family,Single Family,7,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.09714 41.36053)
70476,2007,05/19/2008,Hamden,52 COLONY ST.,146160.0,210000.0,0.696,Single Family,Single Family,7,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.09714 41.36053)
90281,2009,06/01/2010,Vernon,426 LADY BUG LN,120370.0,147500.0,0.816067797,Condo,Condo,7,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.50149 41.81419)
150041,2015,11/02/2015,Windsor,16 TIMBER LN,145110.0,190000.0,0.763736842,Single Family,Single Family,7,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.50149 41.81419)
52289,2005,07/24/2006,Danbury,60 NABBY RD 83,187700.0,348000.0,0.539367816,Single Family,Single Family,7,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.50149 41.81419)
160091,2016,08/07/2017,Harwinton,86 MEADOWVIEW DR,363240.0,499000.0,0.727935872,Single Family,Single Family,7,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.50149 41.81419)
31739,2003,05/21/2004,Stamford,12 DRYDEN ST,679970.0,1325000.0,0.513184906,Single Family,Single Family,3.0,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.50149 41.81419)
180011,2018,10/09/2018,South Windsor,929 AVERY ST,125200.0,198000.0,0.6323,Single Family,Single Family,3.0,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.50149 41.81419)
120054,2012,10/23/2012,Norwalk,4 ROWAYTON AVE,789810.0,1450000.0,0.544696552,Single Family,Single Family,3.0,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.44406 41.05869)
61563,2006,05/31/2007,Waterbury,40 SPRING BRK RD,42350.0,100000.0,0.4235,Single Family,Single Family,13 - Bankrupcy,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.44406 41.05869)
21107,2021,07/01/2022,North Stonington,120 PROV N L TPKE,259490.0,660500.0,0.3928,Residential,Single Family,13 - Bankrupcy,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.90452 41.45301)
11104,2011,02/27/2012,Southbury,508 A HERITAGE VLG,154640.0,109000.0,1.418715596,Condo,Condo,13 - Bankrupcy,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.90452 41.45301)
200485,2020,05/19/2021,Branford,42 ORCHARD HILL RD,188500.0,330000.0,0.5712,Residential,Single Family,13 - Bankrupcy,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.90452 41.45301)
190816,2019,08/11/2020,Killingly,12 HUMES RD,94570.0,72500.0,1.3044,Single Family,Single Family,14 - Foreclosure,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.86757 41.87039)
60098,2006,12/18/2006,Wethersfield,86 MERRIMAN RD,174300.0,315000.0,0.553333333,Single Family,Single Family,14 - Foreclosure,COURTYARD CONDOS,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.86757 41.87039)
130196,2013,12/04/2013,Danbury,10 SOUTH ST #90,144300.0,211000.0,0.683886256,Condo,Condo,14 - Foreclosure,K16163-73,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.42506 41.38314)
210773,2021,03/11/2022,Norwalk,119 GREGORY BLVD UNIT 45 & UNI,456370.0,395000.0,1.155367089,Residential,Condo,08 - Part Interest,3-75-18-45 (CONDO) & 3-75-18-B14A (BOAT SLIP),UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.396378985 41.092458014)
10137,2001,01/07/2002,Westport,55 WASHINGTON AVE,216900.0,397000.0,0.546347607,Residential,Condo,08 - Part Interest,3-75-18-45 (CONDO) & 3-75-18-B14A (BOAT SLIP),UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.396378985 41.092458014)
900971,2009,04/05/2010,West Haven,218 WHITE ST,118230.0,50000.0,2.3646,Single Family,Single Family,25 - Other,owner no longer able to live alone,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.94353 41.26929)
17143,2017,02/27/2018,North Haven,155 MILL RD,220170.0,277000.0,0.7948,Single Family,Single Family,25 - Other,owner no longer able to live alone,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.94353 41.26929)
800439,2008,06/29/2009,East Hartford,65 RIVERMEAD BLVD,15080.0,15000.0,1.005333333,Single Family,Single Family,25 - Other,mobile home & sale price lower than assm't,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.94353 41.26929)
200168,2020,12/04/2020,South Windsor,320 DIANE DR,180100.0,320000.0,0.5628,Residential,Single Family,25 - Other,mobile home & sale price lower than assm't,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.50938 41.82331)
70432,2007,07/01/2008,Wallingford,3 CLIFFSIDE DR,300020.0,407500.0,0.736245399,Single Family,Single Family,25 - Other,mobile home & sale price lower than assm't,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.74957 41.48446)
